0 44.32
0.100075 51.39
0.200104 49.59
0.300103 42.26
0.40008 40.45
0.500248 37.22
0.600889 34.31
0.700085 47.41
0.800124 51.33
0.900091 48.10
1.000117 45.30
1.100128 33.18
1.200087 36.54
1.300094 26.60
1.400124 26.10
1.500139 34.18
1.600204 37.47
1.700024 36.17
1.800174 40.58
1.900058 41.26
2.000122 43.81
2.100129 41.45
2.200214 37.47
2.300086 37.35
2.401155 35.73
2.500083 33.37
2.600076 34.67
2.700133 38.78
2.800092 39.02
2.900082 37.47
3.000097 40.64
3.100075 37.72
3.200078 31.13
3.300305 34.99
3.400464 20.76
3.500108 30.08
3.600249 36.85
3.700078 26.22
3.800138 31.88
3.900574 32.13
4.000293 26.16
4.100075 36.91
4.200081 37.22
4.300167 39.34
4.400084 38.90
4.500089 37.60
4.600074 28.59
4.700115 32.93
4.800039 35.73
4.900099 42.44
5.000193 39.27
5.100078 37.60
5.200235 37.60
5.300244 49.53
5.400073 50.81
5.500925 42.28
5.60017 44.87
5.7001 36.04
5.800074 47.14
5.900143 43.52
6.000193 45.99
6.10018 53.64
6.20012 53.55
6.300094 52.27
6.400203 43.38
6.50007 39.69
6.600085 48.40
6.700144 42.44
6.800232 19.86
6.900109 23.54
7.000082 37.11
7.100083 32.04
7.200262 32.02
7.300083 39.50
7.400111 38.36
7.500131 38.45
7.600095 38.22
7.700074 38.42
7.800059 38.52
7.90011 27.34
8.000148 38.46
8.101119 32.25
8.200452 21.20
8.300513 29.83
8.401628 27.38
8.5001 40.54
8.603871 34.65
8.700276 34.81
8.800082 35.87
8.900181 39.74
9.000787 38.54
9.100293 36.06
9.200317 36.04
9.300928 47.23
9.400085 47.24
9.500077 49.79
9.600109 50.93
9.700091 50.97
9.800066 49.65
9.900105 43.61
10.000449 36.21
10.100121 41.05
10.201061 37.30
10.300153 48.67
10.40012 38.51
10.500841 51.09
10.600119 47.41
10.700145 51.07
10.800899 39.64
10.900167 44.56
11.000328 45.76
11.10011 40.98
11.200099 39.72
11.300083 39.76
11.400111 38.64
11.500075 31.21
11.600464 43.43
11.700098 43.63
11.800113 47.22
11.900087 28.67
12.000089 35.85
12.100179 45.98
12.200075 48.62
12.300063 31.17
12.400174 18.68
12.500138 0.00
12.600182 0.00
12.700174 0.00
12.800172 0.00
12.900212 0.00
13.000277 0.00
13.100303 0.00
13.200301 0.00
13.300163 0.00
13.4003 0.00
13.500296 0.00
13.600262 0.00
13.700327 0.00
13.802705 0.00
13.900298 0.00
14.000321 0.00
14.100324 0.00
14.200313 0.00
14.300326 0.00
14.400241 0.00
14.5003 0.00
14.600267 0.00
14.700284 0.00
14.800143 0.00
14.900223 0.00
15.000328 0.00
15.100316 0.00
15.20033 0.00
15.302446 0.00
15.400176 0.00
15.500277 0.00
15.600314 9.93
15.700073 46.22
15.800074 42.50
15.900124 45.00
16.000092 53.75
16.100055 46.25
16.200124 53.75
16.300175 45.00
16.400182 42.50
16.500623 41.25
16.600143 38.75
16.700082 41.25
16.800074 48.75
16.900093 52.50
17.000104 47.50
17.100086 53.75
17.200074 52.50
17.300085 45.00
17.400096 43.75
17.500092 51.25
17.600122 48.75
17.700087 50.00
17.800122 50.00
17.900075 46.25
18.000076 48.75
18.100106 53.75
18.200265 45.00
18.300521 52.50
18.400101 48.75
18.500073 51.25
18.600068 52.50
18.700079 46.25
18.800128 48.75
18.900111 52.50
19.000094 50.00
19.100109 50.00
19.200055 51.25
19.300354 51.25
19.400084 52.50
19.500075 52.50
19.600325 43.75
19.700096 52.50
19.80024 50.00
19.900099 46.25
