0 41.73
0.100443 45.36
0.200128 49.03
0.300069 38.53
0.400286 47.29
0.500076 50.21
0.600089 48.66
0.700068 50.15
0.800138 43.06
0.900186 42.44
1.002845 48.16
1.100132 48.41
1.200021 49.65
1.300103 50.02
1.400076 45.11
1.50012 53.26
1.600059 49.71
1.700066 53.07
1.800107 51.33
1.900036 51.27
2.000264 48.73
2.100044 51.39
2.200063 53.99
2.300109 40.09
2.400063 52.69
2.500356 48.62
2.60007 50.95
2.700069 48.51
2.800163 47.36
2.900138 49.69
3.000078 49.73
3.100095 45.87
3.200078 38.36
3.300125 47.10
3.400071 50.89
3.500135 49.65
3.600064 45.87
3.700213 50.88
3.800045 47.37
3.900101 45.95
4.000053 44.83
4.10008 48.66
4.200158 51.25
4.300271 48.75
4.400052 48.75
4.500069 48.75
4.600114 52.50
4.700062 48.75
4.800011 43.75
4.900082 52.50
5.000105 51.25
5.100149 51.25
5.200036 42.50
5.30008 36.25
5.40017 37.50
5.500328 48.75
5.600086 47.50
5.700182 52.50
5.800104 53.75
5.900072 48.75
6.000076 51.25
6.100071 52.50
6.200117 53.75
6.300071 41.25
6.400143 41.25
6.500048 41.25
6.600092 42.50
6.70011 51.25
6.800095 50.00
6.900133 50.00
7.00007 52.50
7.10007 32.50
7.200187 0.00
7.300299 0.00
7.400284 0.00
7.500309 0.00
7.600296 0.00
7.700302 0.00
7.800302 0.00
7.900303 0.00
8.000334 0.00
8.100303 0.00
8.20032 0.00
8.300329 0.00
8.400303 0.00
8.500321 0.00
8.600333 0.00
8.700321 0.00
8.800306 0.00
8.900324 0.00
9.000325 0.00
9.100322 0.00
9.200267 0.00
9.300192 0.00
9.400323 0.00
9.500262 0.00
9.600319 0.00
9.700325 0.00
9.80032 0.00
9.900321 0.00
10.00035 0.00
10.100319 0.00
10.200318 0.00
10.300319 26.25
10.400076 41.25
10.500114 55.00
10.602741 47.50
10.7002 35.00
10.800145 50.00
10.90021 47.50
11.000168 46.25
11.100087 50.00
11.200026 48.75
11.300221 51.25
11.400381 43.75
11.500069 52.50
11.600143 47.50
11.700322 53.75
11.800084 46.25
11.900101 41.25
12.000087 38.75
12.100073 45.00
12.200188 50.00
12.300074 42.50
12.400122 50.00
12.50007 46.25
12.600055 40.00
12.700071 48.75
12.800075 50.00
12.900072 48.75
13.000072 51.25
13.100163 48.75
13.200136 50.00
13.300063 50.00
13.400078 47.50
13.500199 38.75
13.600104 50.00
13.700101 47.50
13.800074 46.25
13.900097 46.25
14.0004 37.50
14.100068 48.75
14.200038 51.25
14.300099 52.50
14.400071 53.75
14.502828 51.25
14.600073 46.25
14.700142 50.00
14.800075 42.50
14.900064 46.25
15.000123 47.50
15.100077 51.25
15.200436 50.00
15.300071 52.50
15.400309 50.00
15.500151 47.50
15.600386 38.75
15.700223 38.75
15.800043 48.75
15.900067 48.75
16.000136 47.50
16.100066 47.50
16.20013 53.75
16.30014 42.50
16.40008 49.99
16.500087 51.25
16.600098 52.50
16.70027 52.50
16.800144 51.25
16.900069 53.75
17.000157 52.50
17.100186 51.25
17.20007 47.50
17.300055 40.00
17.400076 42.50
17.500093 42.50
17.600014 41.25
17.700087 36.25
17.800099 33.75
17.900039 43.75
18.000093 40.00
18.100149 41.25
18.200083 40.00
18.300054 41.25
18.400222 40.00
18.500079 40.00
18.600075 43.75
18.700066 40.00
18.800089 40.00
18.900135 40.00
19.000112 40.00
19.100089 41.25
19.200145 38.75
19.300096 36.25
19.400084 41.25
19.500197 36.25
19.600111 38.75
19.700079 40.00
19.800174 41.25
19.900133 40.00
